canonical_smiles,molecule_chembl_id,standard_type,type,value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
C/C(O)=C(/C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL999,IC50,IC50,435.0,active,270.21,2.99948,2.0,3.0,6.361510743045363
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccc(Br)cc3)cc2Cl)CCC1,CHEMBL154908,IC50,IC50,2900.0,intermediate,420.69000000000017,5.273100000000002,2.0,2.0,5.5376020021010435
CN(C)c1ccc(-c2cc(F)c(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)cc1,CHEMBL154613,IC50,IC50,610.0,active,386.39800000000014,4.201400000000002,2.0,3.0,6.214670164989233
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(OC)c2)c1,CHEMBL154372,IC50,IC50,170.0,active,367.4010000000002,3.8744000000000023,2.0,4.0,6.769551078621726
O=C(O)C1=C(C(=O)Nc2ccc(-c3cccc(OC(F)(F)F)c3)cc2Cl)CCC1,CHEMBL155548,IC50,IC50,290.0,active,425.7900000000002,5.409200000000002,2.0,3.0,6.5376020021010435
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccc(Br)cc3)cc2F)CCC1,CHEMBL345446,IC50,IC50,735.0,active,404.2350000000001,4.758800000000002,2.0,2.0,6.133712660915805
COc1ccccc1-c1cc(F)c(NC(=O)C2=C(C(=O)O)CCC2)c(F)c1,CHEMBL154121,IC50,IC50,42.0,active,373.35500000000013,4.144000000000002,2.0,3.0,7.376750709602099
N#Cc1cc(-c2cccc(OC(F)(F)F)c2)ccc1NC(=O)C1=C(C(=O)O)CCC1,CHEMBL154336,IC50,IC50,370.0,active,416.35500000000025,4.627480000000001,2.0,4.0,6.431798275933005
COc1ccccc1-c1ccc(NC(=O)C2=C(C(=O)O)CCC2)c(Cl)c1,CHEMBL157277,IC50,IC50,310.0,active,371.82000000000016,4.519200000000002,2.0,3.0,6.508638306165727
COc1cc(-c2ccccc2Cl)ccc1NC(=O)C1=C(C(=O)O)CCC1,CHEMBL155732,IC50,IC50,225.0,active,371.8200000000002,4.519200000000002,2.0,3.0,6.647817481888637
O=C(O)C1=C(C(=O)Nc2ccc(-c3cccc(OC(F)(F)F)c3)cc2F)CCC1,CHEMBL154493,IC50,IC50,280.0,active,409.33500000000015,4.894900000000002,2.0,3.0,6.552841968657781
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccc(Br)cc3)c(Cl)c2)CCC1,CHEMBL348871,IC50,IC50,70.0,active,420.69000000000017,5.273100000000002,2.0,2.0,7.154901959985743
O=C(O)C1=C(C(=O)Nc2ccc(-c3cccc(O)c3)cc2F)CCC1,CHEMBL345685,IC50,IC50,610.0,active,341.33800000000014,3.701900000000002,3.0,3.0,6.214670164989233
COc1ccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)cc1,CHEMBL347148,IC50,IC50,1700.0,intermediate,355.36500000000007,4.004900000000002,2.0,3.0,5.769551078621726
CCOc1cccc(-c2cc(F)c(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,CHEMBL351786,IC50,IC50,17.0,active,387.3820000000001,4.534100000000002,2.0,3.0,7.769551078621726
O=C(O)C1=C(C(=O)Nc2ccc(-c3cccc(OC(F)(F)F)c3)cc2[N+](=O)[O-])CCC1,CHEMBL155530,IC50,IC50,390.0,active,436.3420000000002,4.664000000000002,2.0,5.0,6.4089353929735005
CN(C)c1ccc(NC(=S)c2cnoc2C2CCCCC2)cc1,CHEMBL305052,IC50,IC50,50.0,inactive,329.4690000000001,4.575900000000003,1.0,4.0,4.301029995663981
CCc1oncc1/C(S)=N/c1ccc(C(F)(F)F)cc1,CHEMBL304401,IC50,IC50,3.0,intermediate,300.305,4.263900000000001,1.0,3.0,5.522878745280337
CCCCCCc1oncc1/C(S)=N/c1ccc(C#N)cc1,CHEMBL71958,IC50,IC50,50.0,inactive,313.4260000000001,4.677180000000005,1.0,4.0,4.301029995663981
Cc1oncc1/C(S)=N/c1ccc(OC(F)(F)F)cc1,CHEMBL70261,IC50,IC50,7.2,intermediate,302.277,3.8897200000000005,1.0,4.0,5.142667503568732
FC(F)(F)c1ccc(NC(=S)c2cnoc2C2CC2)cc1,CHEMBL70708,IC50,IC50,3.2,intermediate,312.3160000000001,4.358400000000002,1.0,3.0,5.494850021680094
FC(F)(F)Oc1ccc(NC(=S)c2cnoc2C2CC2)cc1,CHEMBL308141,IC50,IC50,0.8,active,328.3150000000001,4.238200000000002,1.0,4.0,6.096910013008056
N#Cc1ccc(NC(=S)c2cnoc2C2CCCCC2)cc1,CHEMBL71320,IC50,IC50,50.0,inactive,311.4100000000001,4.381580000000003,1.0,4.0,4.301029995663981
CCc1oncc1/C(S)=N/c1ccc(N(C)C)cc1,CHEMBL419631,IC50,IC50,40.4,inactive,275.377,3.3111000000000015,1.0,4.0,4.393618634889395
CC(C)(C)c1oncc1/C(S)=N/c1ccc(C#N)cc1,CHEMBL67656,IC50,IC50,50.0,inactive,285.372,3.851880000000003,1.0,4.0,4.301029995663981
FC(F)(F)c1ccc(NC(=S)c2cnoc2C2CCCCC2)cc1,CHEMBL71682,IC50,IC50,50.0,inactive,354.3970000000002,5.528700000000003,1.0,3.0,4.301029995663981
C/C(O)=C(/C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL999,IC50,IC50,0.2,active,270.21,2.99948,2.0,3.0,6.698970004336019
CC(=O)/C(C#N)=C(/S)Nc1ccc(C(F)(F)F)cc1,CHEMBL70544,IC50,IC50,0.8,active,286.27799999999996,3.3712800000000005,2.0,4.0,6.096910013008056
Cc1oncc1/C(S)=N/c1ccc(C#N)cc1,CHEMBL306100,IC50,IC50,35.0,inactive,243.291,2.862800000000001,1.0,4.0,4.455931955649724
Cc1oncc1/C(S)=N/c1ccc(C(F)(F)F)cc1,CHEMBL69131,IC50,IC50,50.0,inactive,286.27799999999996,4.009920000000001,1.0,3.0,4.301029995663981
CC(C)(C)c1oncc1/C(S)=N/c1ccc(OC(F)(F)F)cc1,CHEMBL71934,IC50,IC50,50.0,inactive,344.358,4.878800000000003,1.0,4.0,4.301029995663981
CCc1oncc1/C(S)=N/c1ccc(OC(F)(F)F)cc1,CHEMBL306784,IC50,IC50,0.7,active,316.304,4.143700000000001,1.0,4.0,6.154901959985743
CCCCCCc1oncc1/C(S)=N/c1ccc(OC(F)(F)F)cc1,CHEMBL68539,IC50,IC50,50.0,inactive,372.4120000000001,5.704100000000004,1.0,4.0,4.301029995663981
CN(C)c1ccc(NC(=S)c2cnoc2C2CC2)cc1,CHEMBL307768,IC50,IC50,50.0,inactive,287.388,3.4056000000000015,1.0,4.0,4.301029995663981
CCCCCCc1oncc1/C(S)=N/c1ccc(C(F)(F)F)cc1,CHEMBL306831,IC50,IC50,50.0,inactive,356.41300000000007,5.8243000000000045,1.0,3.0,4.301029995663981
N#Cc1ccc(NC(=S)c2cnoc2C2CC2)cc1,CHEMBL305215,IC50,IC50,9.3,intermediate,269.32899999999995,3.2112800000000012,1.0,4.0,5.031517051446065
CC(C)(C)c1oncc1/C(S)=N/c1ccc(C(F)(F)F)cc1,CHEMBL305002,IC50,IC50,50.0,inactive,328.359,4.999000000000003,1.0,3.0,4.301029995663981
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL960,IC50,IC50,10.0,inactive,270.21,3.2541200000000012,1.0,3.0,5.0
CCc1oncc1/C(S)=N/c1ccc(C#N)cc1,CHEMBL71154,IC50,IC50,11.0,inactive,257.318,3.116780000000001,1.0,4.0,4.958607314841775
FC(F)(F)Oc1ccc(NC(=S)c2cnoc2C2CCCCC2)cc1,CHEMBL303167,IC50,IC50,50.0,inactive,370.39600000000024,5.408500000000003,1.0,4.0,4.301029995663981
CN(C)c1ccc(NC(=S)c2cnoc2C(C)(C)C)cc1,CHEMBL305284,IC50,IC50,50.0,inactive,303.431,3.825700000000003,1.0,4.0,4.301029995663981
Cc1oncc1C(=S)Nc1ccc(N(C)C)cc1,CHEMBL69668,IC50,IC50,50.0,inactive,261.35,2.836620000000001,1.0,4.0,4.301029995663981
CCCCCCc1oncc1/C(S)=N/c1ccc(N(C)C)cc1,CHEMBL71795,IC50,IC50,50.0,inactive,331.4850000000001,4.8715000000000055,1.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2cccc(C(F)(F)F)c2)c1C#N,CHEMBL119564,IC50,IC50,50.0,inactive,266.22599999999994,3.3522000000000007,2.0,3.0,4.301029995663981
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL160,IC50,IC50,50.0,inactive,1202.634999999999,3.2690000000000046,5.0,12.0,4.301029995663981
Cc1n[nH]c(Nc2ccc(C(F)(F)F)c(Br)c2)c1C#N,CHEMBL118997,IC50,IC50,50.0,inactive,345.122,4.114700000000002,2.0,3.0,4.301029995663981
CC(C)c1n[nH]c(Nc2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL118468,IC50,IC50,4.0,intermediate,294.28000000000003,4.167180000000003,2.0,3.0,5.3979400086720375
CC(C)(C)c1[nH]nc(Nc2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL118586,IC50,IC50,50.0,inactive,308.307,4.341280000000003,2.0,3.0,4.301029995663981
Cc1n[nH]c(Nc2ccccc2)c1C#N,CHEMBL119697,IC50,IC50,50.0,inactive,198.22899999999998,2.3334,2.0,3.0,4.301029995663981
N#Cc1c(Nc2ccc(C(F)(F)F)cc2)n[nH]c1O,CHEMBL333276,IC50,IC50,50.0,inactive,268.198,2.749380000000001,3.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1C#N,CHEMBL332480,IC50,IC50,50.0,inactive,334.223,4.371000000000001,2.0,3.0,4.301029995663981
CCOC(=O)c1c(C)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL118921,IC50,IC50,50.0,inactive,313.279,3.6572200000000015,2.0,4.0,4.301029995663981
Cc1n[nH]c(NCc2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL331399,IC50,IC50,50.0,inactive,280.253,3.220700000000001,2.0,3.0,4.301029995663981
N#Cc1c(-c2cccnc2)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL118647,IC50,IC50,50.0,inactive,329.28499999999997,4.105780000000001,2.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2ccc(C#N)cc2)c1C#N,CHEMBL119801,IC50,IC50,3.2,intermediate,223.23899999999998,2.2050799999999997,2.0,4.0,5.494850021680094
Cc1n[nH]c(Nc2ccc(C(F)(F)F)cc2)c1-c1ccccc1,CHEMBL326960,IC50,IC50,50.0,inactive,317.31399999999996,5.147520000000003,2.0,2.0,4.301029995663981
N#Cc1c(-c2ccncc2)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL118645,IC50,IC50,50.0,inactive,329.28499999999997,4.105780000000001,2.0,4.0,4.301029995663981
N#Cc1c(C2CCCC2)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL118489,IC50,IC50,50.0,inactive,320.31800000000004,4.701380000000003,2.0,3.0,4.301029995663981
FC(F)(F)c1ccc(Nc2[nH]nc3c2CCCC3)cc1,CHEMBL118168,IC50,IC50,6.2,intermediate,281.28099999999995,4.050900000000001,2.0,2.0,5.207608310501746
Cc1n[nH]c(Nc2ccc([N+](=O)[O-])cc2)c1C#N,CHEMBL333344,IC50,IC50,9.0,intermediate,243.22599999999997,2.2416,2.0,5.0,5.045757490560675
C/C(=N\N)c1c(C)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL432427,IC50,IC50,50.0,inactive,297.284,3.163220000000001,3.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2ccc(C(F)(F)F)cc2)c1C,CHEMBL116946,IC50,IC50,22.5,inactive,255.24299999999994,3.788940000000002,2.0,2.0,4.647817481888637
Cc1n[nH]c(Nc2ccc(N)cc2)c1C#N,CHEMBL121898,IC50,IC50,50.0,inactive,213.24399999999997,1.9155999999999997,3.0,4.0,4.301029995663981
N#Cc1c(-c2cccs2)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL119676,IC50,IC50,50.0,inactive,334.32599999999996,4.772280000000001,2.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2ccc(F)cc2)c1C#N,CHEMBL333404,IC50,IC50,19.4,inactive,216.21899999999997,2.4725,2.0,3.0,4.7121982700697735
Cc1n[nH]c(Nc2ccc(OC(F)(F)F)cc2)c1C#N,CHEMBL118395,IC50,IC50,0.5,active,282.22499999999997,3.232000000000001,2.0,4.0,6.301029995663981
Cc1n[nH]c(Nc2ccc(C(C)(C)C)cc2)c1C#N,CHEMBL120640,IC50,IC50,3.6,intermediate,254.33699999999996,3.6309000000000022,2.0,3.0,5.443697499232712
Cc1ccc(Nc2[nH]nc(C)c2C#N)cc1,CHEMBL330901,IC50,IC50,12.1,inactive,212.25600000000003,2.641820000000001,2.0,3.0,4.91721462968355
N#Cc1c(-c2ccco2)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL118727,IC50,IC50,50.0,inactive,318.258,4.303780000000001,2.0,4.0,4.301029995663981
Cc1n[nH]c(N(C)c2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL119780,IC50,IC50,50.0,inactive,280.253,3.376500000000002,1.0,3.0,4.301029995663981
O=C1CCCc2n[nH]c(Nc3ccc(C(F)(F)F)cc3)c21,CHEMBL418870,IC50,IC50,6.5,intermediate,295.264,3.6911000000000014,2.0,3.0,5.187086643357144
Cc1nn(C)c(Nc2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL118499,IC50,IC50,50.0,inactive,280.253,3.3626000000000014,1.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2ccccc2C(F)(F)F)c1C#N,CHEMBL118455,IC50,IC50,50.0,inactive,266.22599999999994,3.3522000000000016,2.0,3.0,4.301029995663981
N#Cc1c(-c2ccccc2)n[nH]c1Nc1ccc(C(F)(F)F)cc1,CHEMBL445375,IC50,IC50,50.0,inactive,328.29699999999997,4.7107800000000015,2.0,3.0,4.301029995663981
Cc1cc(Nc2ccc(C(F)(F)F)cc2)[nH]n1,CHEMBL116206,IC50,IC50,16.5,inactive,241.21599999999998,3.480520000000001,2.0,2.0,4.782516055786093
Cc1n[nH]c(Nc2c(F)cc(F)cc2F)c1C#N,CHEMBL118125,IC50,IC50,22.4,inactive,252.19899999999998,2.7507,2.0,3.0,4.649751981665837
N#Cc1c(Nc2ccc(C(F)(F)F)cc2)n[nH]c1N,CHEMBL119193,IC50,IC50,50.0,inactive,267.214,2.62598,3.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL334317,IC50,IC50,2.6,intermediate,266.22599999999994,3.3522000000000016,2.0,3.0,5.585026652029182
CCNc1[nH]nc(Nc2ccc(C(F)(F)F)cc2)c1C#N,CHEMBL334117,IC50,IC50,50.0,inactive,295.26800000000003,3.475580000000001,3.0,4.0,4.301029995663981
Cc1n[nH]c(Nc2ccc(C(F)(F)F)cc2)c1CO,CHEMBL118894,IC50,IC50,2.7,intermediate,271.2419999999999,2.972820000000001,3.0,3.0,5.568636235841013
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL960,IC50,IC50,13.0,inactive,270.21,3.2541200000000012,1.0,3.0,4.886056647693163
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccccc3)cc2)CCC1,CHEMBL348270,IC50,IC50,0.41,active,307.34900000000016,3.8572000000000024,2.0,2.0,6.3872161432802645
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccccc3)cc2)CSC1,CHEMBL372101,IC50,IC50,0.667,active,325.3890000000001,3.4201000000000024,2.0,3.0,6.175874166083451
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccccc3)cc2)CS(=O)(=O)C1,CHEMBL196173,IC50,IC50,3.8,intermediate,357.38700000000017,2.1017,2.0,4.0,5.42021640338319
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,CHEMBL197194,IC50,IC50,0.134,active,355.3650000000001,4.004900000000002,2.0,3.0,6.872895201635193
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)COC3)c(F)c2)c1,CHEMBL197455,IC50,IC50,0.36,active,357.3370000000001,2.8512000000000004,2.0,4.0,6.443697499232712
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CSC3)c(F)c2)c1,CHEMBL194023,IC50,IC50,0.131,active,373.4050000000001,3.567800000000001,2.0,4.0,6.882728704344236
COc1cccc(-c2cc(F)c(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,CHEMBL195622,IC50,IC50,0.011,active,373.35500000000013,4.144000000000002,2.0,3.0,7.958607314841775
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3cccc(OC(F)(F)F)c3)cc2F)CCC1,CHEMBL157105,IC50,IC50,0.033,active,427.32500000000016,5.034000000000002,2.0,3.0,7.481486060122112
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3cccc(OC(F)(F)F)c3)cc2F)COC1,CHEMBL195163,IC50,IC50,0.205,active,429.29700000000014,3.880300000000002,2.0,4.0,6.688246138944246
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3cccc(OC(F)(F)F)c3)cc2F)CSC1,CHEMBL194075,IC50,IC50,0.015,active,445.3650000000001,4.5969000000000015,2.0,4.0,7.823908740944319
O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)CCC1,CHEMBL154623,IC50,IC50,0.007,active,463.3050000000002,5.312200000000002,2.0,3.0,8.154901959985743
O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)COC1,CHEMBL194954,IC50,IC50,0.058,active,465.27700000000016,4.158500000000001,2.0,4.0,7.236572006437063
O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)CSC1,CHEMBL194955,IC50,IC50,0.004,active,481.34500000000014,4.8751000000000015,2.0,4.0,8.397940008672037
O=C(O)C1=C(C(=O)Nc2ccc(OCc3ccccc3)cc2)CCC1,CHEMBL370008,IC50,IC50,2.0,intermediate,337.3750000000001,3.769200000000003,2.0,3.0,5.698970004336019
O=C(O)C1=C(C(=O)Nc2cc(Br)c(OCc3ccccc3)c(Br)c2)CCC1,CHEMBL197553,IC50,IC50,0.127,active,495.16700000000026,5.294200000000003,2.0,3.0,6.896196279044043
O=C(O)C1=C(C(=O)Nc2cc(Br)c(OCc3ccccc3)c(Br)c2)CSC1,CHEMBL195246,IC50,IC50,0.173,active,513.2070000000002,4.857100000000003,2.0,4.0,6.761953896871205
O=C(O)C1=C(C(=O)Nc2cc(Br)c(OCc3c(F)cccc3Cl)c(Br)c2)CSC1,CHEMBL194776,IC50,IC50,0.105,active,565.642,5.649600000000002,2.0,4.0,6.978810700930062
O=C(O)C1=C(C(=O)Nc2ccc(OCc3c(F)cccc3Cl)c(Cl)c2)CCC1,CHEMBL193365,IC50,IC50,0.011,active,424.2550000000002,5.215100000000003,2.0,3.0,7.958607314841775
O=C(O)C1=C(C(=O)Nc2ccc(OCc3c(F)cccc3Cl)c(Cl)c2)COC1,CHEMBL193371,IC50,IC50,0.041,active,426.2270000000002,4.061400000000003,2.0,4.0,7.3872161432802645
O=C(O)C1=C(C(=O)Nc2cc(Br)c(OCc3c(F)cccc3Cl)c(Br)c2)CCC1,CHEMBL196181,IC50,IC50,0.11,active,547.602,6.086700000000002,2.0,3.0,6.958607314841775
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)C(O)CC3)c(F)c2)c1,CHEMBL194395,IC50,IC50,0.68,active,371.3640000000001,2.9757000000000007,3.0,4.0,6.167491087293763
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3O)c(F)c2)c1,CHEMBL196256,IC50,IC50,1.46,intermediate,371.3640000000001,2.9757000000000007,3.0,4.0,5.835647144215563
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL973,IC50,IC50,0.42,active,270.21,2.99948,2.0,3.0,6.376750709602099
CN(C(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1C(=O)O,CHEMBL199572,IC50,IC50,200.0,inactive,331.3710000000001,4.328400000000004,1.0,2.0,3.6989700043360187
CN(C(=O)c1ccc2ccccc2c1)c1ccccc1C(=O)O,CHEMBL199575,IC50,IC50,200.0,inactive,305.3330000000001,3.814600000000002,1.0,2.0,3.6989700043360187
CN(C(=O)c1ccc2cc(Br)ccc2c1)c1ccccc1C(=O)O,CHEMBL372561,IC50,IC50,200.0,inactive,384.2290000000001,4.577100000000003,1.0,2.0,3.6989700043360187
O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)cc1,CHEMBL370865,IC50,IC50,5.0,intermediate,317.344,4.304100000000002,2.0,2.0,5.301029995663981
O=C(Nc1ccccc1C(=O)O)c1ccc2ccccc2c1,CHEMBL200536,IC50,IC50,13.8,inactive,291.306,3.790300000000002,2.0,2.0,4.860120913598763
O=C(Nc1ccccc1C(=O)O)c1ccc2cc(Br)ccc2c1,CHEMBL199574,IC50,IC50,8.4,intermediate,370.202,4.552800000000002,2.0,2.0,5.075720713938118
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccccc3)cc2)CCC1,CHEMBL348270,IC50,IC50,410.0,active,307.34900000000016,3.8572000000000024,2.0,2.0,6.3872161432802645
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,CHEMBL38434,IC50,IC50,8.0,active,375.3740000000001,5.853620000000004,1.0,2.0,8.096910013008056
COc1cccc(-c2ccc(NC(=O)c3cocc3C(=O)O)c(F)c2)c1,CHEMBL370228,IC50,IC50,340.0,active,355.321,4.044800000000002,2.0,4.0,6.468521082957745
CCOc1cccc(-c2cc(F)c(NC(=O)c3cocc3C(=O)O)c(F)c2)c1,CHEMBL200895,IC50,IC50,16.0,active,387.3380000000001,4.5740000000000025,2.0,4.0,7.795880017344075
COc1cccc(-c2ccc(NC(=O)c3csc(C(=O)O)c3C(=O)O)c(F)c2)c1,CHEMBL200894,IC50,IC50,1000.0,active,415.39800000000014,4.211500000000003,3.0,5.0,6.0
COc1cccc(-c2ccc(NC(=O)c3cc(C(=O)O)sc3C(=O)O)c(F)c2)c1,CHEMBL426299,IC50,IC50,1000.0,active,415.3980000000001,4.211500000000002,3.0,5.0,6.0
COc1cccc(-c2ccc(NC(=O)c3c(C(=O)O)csc3C(=O)O)c(F)c2)c1,CHEMBL371482,IC50,IC50,1000.0,active,415.3980000000001,4.211500000000003,3.0,5.0,6.0
O=C(O)c1cscc1C(=O)Nc1c(F)cc(-c2ccccc2OC(F)(F)F)cc1F,CHEMBL199347,IC50,IC50,10.0,active,443.34900000000005,5.5424000000000015,2.0,4.0,8.0
CCOc1ccccc1-c1cc(F)c(NC(=O)c2cscc2C(=O)O)c(F)c1,CHEMBL383165,IC50,IC50,10.0,active,403.40600000000006,5.042500000000002,2.0,4.0,8.0
O=C(O)c1cscc1C(=O)Nc1ccc(-c2ccccc2)cc1,CHEMBL199501,IC50,IC50,1000.0,active,323.37300000000005,4.365600000000002,2.0,3.0,6.0
COc1ccccc1-c1ccc(NC(=O)c2ccsc2C(=O)O)cc1Cl,CHEMBL200858,IC50,IC50,12.0,active,387.84400000000005,5.027600000000002,2.0,4.0,7.920818753952375
COc1ccccc1-c1c(F)c(F)c(NC(=O)c2ccsc2C(=O)O)c(F)c1F,CHEMBL199361,IC50,IC50,1.0,active,425.35900000000004,4.930600000000002,2.0,4.0,9.0
